title,genre,Tag Count,Tags
The City We Became,Fiction,4,"Fantasy, Science fiction, LGBTQ, Magic"
Spin the Dawn,Fantasy,6,"Fantasy, Young Adult, Adventure, Romance, Young Adult Fiction, Contests"
Queen of Air and Darkness,Fantasy,5,"Fantasy, Young Adult, Adventure, LGBTQ, Young Adult Fiction"
King of Scars,Fiction,6,"Fantasy, Young Adult, Adventure, LGBTQ, Young Adult Fiction, Magic"
This Savage Song,Fiction,8,"Fantasy, Young Adult, Adventure, Science fiction, Romance, Dystopian, Young Adult Fiction, Good and evil"
Realm Breaker,Fantasy,5,"Fantasy, Young Adult, Adventure, Young Adult Fiction, Magic"
Serpent & Dove,Fantasy,6,"Fantasy, Fiction, Young Adult, Adventure, Romance, Young Adult Fiction"
The Wolf and the Woodsman,Fiction,3,"Fantasy, Young Adult, Adventure"
All the Stars and Teeth,Fiction,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
Flores en el ático,Classics,4,"Classics, Horror, Psychological thriller, Young Adult"
Vespertine,Fantasy,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
King's Cage,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, Dystopian, Young Adult Fiction"
Glass Sword,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, War, Romance, Dystopian"
"Act Your Age, Eve Brown",Fiction,1,Romance
Iron Widow,Fiction,8,"Young Adult, Fantasy, Science fiction, Adventure, War, LGBTQ, Romance, Dystopian"
In Deeper Waters,Fantasy,6,"Fantasy, Young Adult, Adventure, LGBTQ, Romance, Romantasy"
Dial A for Aunties,Mystery,2,"Mystery, adult"
"Get a Life, Chloe Brown",Fiction,2,"Romance, Contemporary"
Spoiler Alert,Young Adult,1,nan
Near the Bone,Fiction,3,"Fantasy, Horror, Horror"
Into the Drowning Deep,Fiction,3,"Fantasy, Adventure, Science fiction"
You've Reached Sam,Fiction,3,"Fantasy, Young Adult, Young Adult Fiction"
The Love Hypothesis,Fiction,4,"Young Adult, Romance, Contemporary Romance, Romantic Comedy"
The Bone Shard Daughter,Fiction,5,"Fantasy, Young Adult, Science fiction, LGBTQ, Emperors"
Credence,Fiction,3,"Romance, relationships, Dark Romance"
Kingdom of the Cursed,Fantasy,5,"Fantasy, Fiction, Young Adult, Young Adult Fiction, New adult"
The Gilded Cage,Fantasy,5,"Fantasy, Young Adult, Adventure, Dystopian, Young Adult Fiction"
Bromance. Club de lectura para caballeros,Fiction,3,"Romance, adult romances, romcoms"
Kingdom of the Feared,Fantasy,5,"Fantasy, Fiction, Young Adult, Romance, Young Adult Fiction"
The War of Two Queens,Fiction,4,"Fantasy, Young Adult, Adventure, Romance"
A Tempest of Tea,Fantasy,5,"Fantasy, Adventure, Fiction, Young Adult, Young Adult Fiction"
Master of Salt & Bones,Fantasy,1,Fantasy
The Hunger of the Gods,Fiction,2,"Fantasy, Adventure"
Better Than the Movies,Young Adult,3,"Romance, Young Adult Fiction, High school"
Neon Gods,Fantasy,9,"Fantasy, Fiction, Romance, Dark Romance, erotica, Romantasy, Retellings, Fairy Tale Retelling, Retelling"
Rhapsodic,Fiction,2,"Fantasy, Young Adult"
The Kiss of Deception,Fiction,7,"Fantasy, Young Adult, Adventure, Romance, Dystopian, Young Adult Fiction, Assassins"
A Court of Mist and Fury,Fantasy,8,"Fantasy, Fiction, Young Adult, Adventure, Romance, War, Young Adult Fiction, Magic"
The Assassin's Blade,Fantasy,5,"Fantasy, Fiction, Young Adult, Adventure, Young Adult Fiction"
The Beautiful,Fantasy,3,"Fantasy, Young Adult, Young Adult Fiction"
"Good Girl, Bad Blood",Fiction,4,"Young Adult, Young Adult Fiction, Mystery, Thriller"
The Toll,Young Adult,8,"Fiction, Fantasy, Adventure, Science fiction, Dystopian, LGBTQ, Young Adult Fiction, Apprentices"
P.S. I Still Love You,Young Adult,3,"Fiction, Romance, Contemporary Romance"
Thunderhead,Fiction,8,"Fantasy, Young Adult, Adventure, Science fiction, Dystopian, Young Adult Fiction, Murder, Death"
Little Thieves,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, LGBTQ, Young Adult Fiction, Young adult fantasy"
Fireborne,Fantasy,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
One to Watch,Fiction,2,"LGBTQ, Romance"
The Prison Healer,Fantasy,4,"Fantasy, Young Adult, Dystopian, Young Adult Fiction"
The Shadow of the Gods,Fantasy,5,"Fantasy, Fiction, Adventure, Science fiction, Dark Fantasy"
The Bone Houses,Fantasy,3,"Fantasy, Young Adult, Adventure"
The Unbroken,Fiction,8,"Fantasy, Young Adult, Science fiction, LGBTQ, Politics, Magic, Epic Fantasy, Imaginary wars and battles"
Destroy Me,Young Adult,5,"Fiction, Fantasy, Science fiction, Dystopian, Young Adult Fiction"
Crave,Fantasy,6,"Fantasy, Young Adult, Fiction, Adventure, Romance, Young Adult Fiction"
Beach Read,Fiction,5,"Romance, Contemporary Romance, adult, Romantic Comedy, Books About Books"
Malice,Fiction,3,"Fantasy, Young Adult, LGBTQ"
The ​Crown of Gilded Bones,Fiction,4,"Fantasy, Young Adult, Adventure, Romance"
A Kingdom of Flesh and Fire,Fiction,4,"Fantasy, Young Adult, Adventure, Romance"
Air Awakens,Fiction,5,"Fantasy, Young Adult, Adventure, War, Magic"
The Nature of Witches,Fiction,4,"Fantasy, Young Adult, LGBTQ, Young Adult Fiction"
Tower of Dawn,Fantasy,9,"Fantasy, Young Adult, Adventure, Fiction, Romance, War, Young Adult Fiction, Magic, Politics"
Kingdom of Ash,Fantasy,10,"Fantasy, Young Adult, Adventure, Fiction, War, Romance, Young Adult Fiction, Magic, Suspense, Politics"
Geekerella,Fantasy,4,"Fantasy, Young Adult, LGBTQ, Young Adult Fiction"
These Violent Delights,Fantasy,10,"Fantasy, Young Adult, Fiction, Adventure, Science fiction, LGBTQ, Romance, Young Adult Fiction, Thriller, Women"
Black Sun,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, LGBTQ, Mythology"
Sorcery of Thorns,Fantasy,4,"Fantasy, Young Adult, Adventure, LGBTQ"
The Grace of Kings,Fantasy,8,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, War, Friendship, Magic"
A ​Court of Silver Flames,Fantasy,8,"Fantasy, Fiction, Young Adult, Adventure, Romance, Fantasy romance, adult, New adult"
Any Way the Wind Blows,Fantasy,5,"Fantasy, Young Adult, Adventure, LGBTQ, Young Adult Fiction"
One Last Stop,LGBTQ,4,"Fiction, LGBTQ, Romance, Queer"
Caraval,Young Adult,7,"Fiction, Fantasy, Adventure, Young Adult Fiction, literary criticism, Romantasy, Young adult fantasy"
Black Water Sister,Fantasy,4,"Fantasy, Young Adult, Science fiction, LGBTQ"
Malice,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, War, Epic Fantasy"
Plain Bad Heroines,Fiction,4,"Fantasy, Young Adult, LGBTQ, Friendship"
When No One is Watching,Mystery,3,"Mystery, Thriller, Suspense"
"Take a Hint, Dani Brown",Fiction,2,"LGBTQ, Romance"
Defy Me,Young Adult,4,"Fantasy, Science fiction, Dystopian, Young Adult Fiction"
You Say It First,Young Adult,1,nan
War Storm,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, War, Dystopian, Young Adult Fiction"
House of Sky and Breath,Fiction,9,"Fantasy, Young Adult, Adventure, Science fiction, Romance, LGBTQ, Dystopian, Mystery, Friendship"
Defy the Night,Fantasy,6,"Fantasy, Young Adult, Adventure, Dystopian, Young Adult Fiction, Corruption"
The Jasmine Throne,Fiction,4,"Fantasy, Young Adult, LGBTQ, Magic"
From Blood and Ash,Fantasy,5,"Fantasy, Young Adult, Fiction, Romance, New adult"
The Hawthorne Legacy,Young Adult,7,"Fiction, Fantasy, Adventure, Mystery, Young Adult Fiction, Contemporary, Young Adult Fiction / Mysteries & Detective Stories"
Empire of the Vampire,Fantasy,5,"Fantasy, Fiction, Adventure, LGBTQ, Dystopian"
Crossroads of Twilight,Fiction,4,"Fantasy, Young Adult, Adventure, Science fiction"
A Crown of Swords,Fiction,5,"Fantasy, Young Adult, Adventure, Science fiction, Magic"
The Vile Village,Fiction,8,"Fantasy, Young Adult, Adventure, Classics, Fiction, Middle Grade, Siblings, Humorous stories"
Clean Code: A Handbook of Agile Software Craftsmanship,Science,1,Computers
I Have No Mouth and I Must Scream,Fiction,8,"Fantasy, Classics, Science fiction, Dystopian, Short stories, Horror, American, Fantasy fiction"
A Separate Peace,Fiction,7,"Young Adult, Classics, History, LGBTQ, War, Friendship, Boys"
Make Time,Nonfiction,2,"Nonfiction, Psychology"
Slade House,Fiction,3,"Fantasy, Science fiction, Suspense"
Adulthood Is a Myth,Young Adult,3,"Comics, Comics & Graphic Novels, Fiction"
Allegiant,Young Adult,8,"Fiction, Fantasy, Adventure, Science fiction, Dystopian, Romance, Young Adult Fiction, Family"
Scott Pilgrim Vol. 2: Scott Pilgrim vs. The World,Fantasy,9,"Fantasy, Young Adult, Adventure, Comics, LGBTQ, Comics & Graphic Novels, Young Adult Fiction, Graphic novels, Bands (Music)"
Harry Potter and the Chamber of Secrets,Fantasy,8,"Fantasy, Fiction, Young Adult, Adventure, Classics, Mystery, Magic, Fiction"
Scott Pilgrim Vol. 1: Scott's Precious Little Life,Fiction,7,"Fantasy, Young Adult, Adventure, Comics, LGBTQ, Comics & Graphic Novels, Young Adult Fiction"
"The Lion, the Witch and the Wardrobe",Fantasy,7,"Fantasy, Fiction, Classics, Adventure, Young Adult, Science fiction, Comics"
The Atlas Six,Fiction,5,"Fantasy, Young Adult, Science fiction, LGBTQ, Magic"
The Deal,Fiction,4,"Young Adult, Romance, Contemporary Romance, College students"
Obsidian,Fiction,5,"Fantasy, Young Adult, Science fiction, Aliens, Young Adult Fiction"
American Queen,LGBTQ,1,LGBTQ
The Egg,Fantasy,4,"Fantasy, Classics, Science fiction, short story"
Transcendent Kingdom,Fiction,4,"Family & Relationships, Contemporary, Literary Fiction, Mental health"
The Good Earth,Fiction,3,"History, Comics, Literature"
The Art of War,War,2,"War, Philosophy"
Body of Evidence,Mystery,7,"Fiction, Mystery, Thriller, Suspense, Detective and mystery stories, Crime, Medical examiners (Law)"
A Tree Grows in Brooklyn,Young Adult,1,Classics
Rubyfruit Jungle,Fiction,3,"Young Adult, Classics, LGBTQ"
The White Tiger,Fiction,3,"Classics, Mystery, Ambition"
In Cold Blood,Fiction,7,"Classics, Romance, Mystery, Biography & Autobiography, Thriller, social science, Murder"
Tinker Tailor Soldier Spy,Action & Adventure,5,"Adventure, Classics, War, Mystery, Espionage"
"I, Claudius",Fiction,2,"Classics, Historical Fiction"
The Little Zen Companion,Unknown,1,nan
The Complete Stories and Poems of Edgar Allan Poe,Fantasy,4,"Fantasy, Classics, Poetry, Short stories"
Las cenizas de Ángela,Classics,2,"Classics, Irish Americans"
The Crying of Lot 49,Fiction,4,"Classics, Science fiction, Poetry, Politics"
White Oleander,Young Adult,1,Classics
Midnight in the Garden of Good and Evil,Classics,9,"Classics, History, LGBTQ, Nonfiction, Mystery, Travel, Murder, True crime, Celebrities"
The Red Tent,Classics,1,Classics
Thus Spoke Zarathustra,Fiction,3,"Classics, Philosophy, Literature"
The Sweetness at the Bottom of the Pie,Mystery,7,"Fiction, Young Adult, Adventure, History, Mystery, Murder, Detective and mystery stories"
One for the Money,Fiction,2,"Adventure, Mystery"
The Electric Kool-Aid Acid Test,Classics,3,"Classics, Biography, Travel"
The Bad Beginning,Fiction,7,"Young Adult, Fantasy, Adventure, Classics, Mystery, Fiction, Spanish"
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Action & Adventure,2,"Adventure, Classics"
A Portrait of the Artist As a Young Man,Fiction,7,"Classics, Romance, Biography, Literature, Literary Collections, Artists, City and town life"
The Lost World,Fiction,9,"Fantasy, Young Adult, Adventure, Classics, Science fiction, Thriller, Suspense, Literary Collections, Dinosaurs"
The Yellow Wallpaper and Other Stories,Fiction,4,"Fantasy, Classics, Psychology, Women"
Prince of Thorns,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, War, Dystopian, Magic"
The Fireman,Fantasy,4,"Fantasy, Adventure, Science fiction, Dystopian"
Never Split the Difference: Negotiating As If Your Life Depended On It,Unknown,1,nan
Leave the World Behind,Science fiction,2,"Science fiction, Dystopian"
The World According to Garp,Fiction,2,"Classics, Women"
Smoke Gets in Your Eyes & Other Lessons from the Crematory,Biography,4,"Biography, Biography & Autobiography, social science, Undertakers and undertaking"
Lethal White,Mystery,7,"Fiction, Mystery, Romance, Suspense, Murder, Detective and mystery stories, Manors"
Prison Ramen,Religion & Philosophy,1,Philosophy
Hex,Fiction,2,"Fantasy, Horror"
"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Fiction,1,Business
Extreme Ownership: How U.S. Navy SEALs Lead and Win,War,1,War
Manage Your Day-To-Day,Psychology & Self-help,1,Productivity
The Woman in Cabin 10,Fiction,1,Suspense
Crazy Stupid Bromance,Unknown,1,nan
Alias Grace,Fiction,3,"Classics, History, Murder"
Defending Jacob,Fiction,4,"Mystery, Thriller, Suspense, Murder"
The Whisper Man,Fiction,2,"Mystery, Thriller"
Power Cues,Classics,1,Classics
The ONE Thing,Unknown,1,nan
Think Again,Nonfiction,2,"Nonfiction, Personal Development"
The Vegetarian,Fiction,3,"Women, Short stories, Korean"
The Woman in the Window,Fiction,5,"Mystery, Suspense, Thriller, Family, Families"
Later,Fiction,4,"Fantasy, Science fiction, Mystery, Police"
The Adventures of Sherlock Holmes,Young Adult,9,"Fiction, Classics, Adventure, Mystery, History, Literature, Suspense, Murder, Detective and mystery stories"
The Holy Bible: English Standard Version,Fantasy,3,"Fantasy, Classics, Religion"
On writing well,Classics,2,"Classics, literary criticism"
The Nickel Boys,Fiction,1,Abuse of administrative power
Undercover bromance,Fiction,1,Romance
The Gilded Ones,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, War, Dystopian"
Flames of Chaos,Fantasy,2,"Fantasy, Romance"
King of Battle and Blood,Fiction,1,Fantasy
Dark Rise,Fantasy,5,"Fantasy, Young Adult, Adventure, LGBTQ, Young Adult Fiction"
Too Like the Lightning,Fiction,6,"Fantasy, Science fiction, LGBTQ, Dystopian, Magic, Prisoners"
Something Deeply Hidden,Science fiction,2,"Science fiction, Space"
China Mountain Zhang,Dystopian,4,"Dystopian, Fantasy, LGBTQ, Science fiction"
Hard-Boiled Wonderland and the End of the World,Fiction,5,"Fantasy, Classics, Science fiction, Dystopian, Fantasy fiction"
The Glass Hotel,Fiction,3,"Fantasy, Science fiction, Mystery"
Kitchen,Fiction,7,"Classics, LGBTQ, Romance, Women, Short stories, Drama, Japan"
Captive Prince,Fantasy,9,"Fantasy, Adventure, Fiction, Young Adult, LGBTQ, War, Fantasy fiction, Erotic stories, Historical Fantasy"
Slippery Creatures,Action & Adventure,2,"Adventure, LGBTQ"
Gods of Risk,Fiction,4,"Fantasy, Adventure, Science fiction, Space"
The Ersatz Elevator,Fiction,7,"Fantasy, Young Adult, Adventure, Classics, Fiction, Middle Grade, Adoption"
Code Eternité,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, Fiction, Magic"
The Miserable Mill,Fiction,7,"Fantasy, Young Adult, Adventure, Classics, Fiction, Middle Grade, Siblings"
The Hostile Hospital,Fiction,7,"Fantasy, Young Adult, Adventure, Classics, Mystery, Fiction, Siblings"
The Penelopiad,Fantasy,4,"Fantasy, Fiction, Classics, Odysseus (Greek mythology)"
Persepolis Rising,Science fiction,9,"Science fiction, Fiction, Fantasy, Adventure, War, Dystopian, Space, Aliens, Interplanetary voyages"
Babylon's Ashes,Science fiction,9,"Science fiction, Fiction, Fantasy, Young Adult, Adventure, War, Dystopian, Space, Aliens"
The Titan's Curse,Fantasy,8,"Fantasy, Fiction, Young Adult, Adventure, Comics, Mystery, Young Adult Fiction, Thriller"
Down Among the Sticks and Bones,Fantasy,5,"Fantasy, Young Adult, Adventure, Science fiction, LGBTQ"
Artemis Fowl,Fantasy,4,"Fantasy, Young Adult, Adventure, Science fiction"
An Unkindness of Ghosts,Fiction,6,"Fantasy, Young Adult, Science fiction, LGBTQ, Dystopian, Space"
"Lumberjanes, Vol. 1: Beware the Kitten Holy",Fiction,7,"Fantasy, Young Adult, Adventure, Comics, LGBTQ, Comics & Graphic Novels, Camps"
"The Wicked + The Divine, Vol. 1: The Faust Act",Fantasy,7,"Fantasy, Young Adult, Science fiction, Comics, LGBTQ, Comics & Graphic Novels, Graphic novels"
Abaddon's Gate,Fiction,7,"Science fiction, Fantasy, Adventure, War, Space, Aliens, Conspiracies"
Tiamat's Wrath,Fiction,8,"Fantasy, Science fiction, Adventure, War, Dystopian, Space, Aliens, Imaginary places"
The Broken Kingdoms,Action & Adventure,4,"Adventure, Fantasy, Science fiction, Young Adult"
How Long 'til Black Future Month?,Fantasy,4,"Fantasy, Science fiction, LGBTQ, Dystopian"
Mooncakes,Fiction,7,"Fantasy, Young Adult, Comics, LGBTQ, Romance, Young Adult Fiction, Magic"
The Serpent's Shadow,Fiction,8,"Fantasy, Young Adult, Adventure, Comics, Magic, Spanish, Adventure stories, Siblings"
A Stranger in Olondria,Fantasy,2,"Fantasy, Science fiction"
In a Holidaze,Fiction,2,"Fantasy, Science fiction"
The Dark Prophecy,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, LGBTQ, Young Adult Fiction, Spanish, Children's stories, Middle Grade"
Auberon,Fiction,4,"Fantasy, Science fiction, Space, Aliens"
The Butcher of Anderson Station,Fantasy,5,"Fantasy, Adventure, Science fiction, War, Space"
Cibola Burn,Fiction,6,"Science fiction, Fantasy, Adventure, Space, Aliens, Life on other planets"
The Churn,Fantasy,5,"Fantasy, Adventure, Science fiction, Dystopian, Space"
Nemesis Games,Fiction,7,"Fantasy, Science fiction, Adventure, War, Dystopian, Space, Aliens"
The Vital Abyss,Fiction,6,"Fantasy, Adventure, Science fiction, Dystopian, Space, Aliens"
Strange Dogs,Fiction,5,"Fantasy, Adventure, Science fiction, Space, Aliens"
The Burning Maze,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, LGBTQ, Adventure stories, Middle Grade"
The House on Mango Street,Fiction,2,"Young Adult, Classics"
Johann Wolfgang Goethe: Die Leiden des jungen Werthers,Classics,1,Classics
A Room with a View,Fiction,3,"Classics, Travel, British"
Giovanni's Room,Fiction,6,"Classics, LGBTQ, Romance, Psychology, Literature, African Americans"
The Hiding Place,Young Adult,2,"Classics, War"
If on a Winter's Night a Traveler,Fiction,3,"Fantasy, Classics, Romance"
Interpreter of Maladies,Fiction,2,"Classics, Short stories"
The Essex Serpent,Fiction,2,"Fantasy, History"
The Magic Mountain,Classics,1,Classics
The Great Railway Bazaar: By Train Through Asia,Action & Adventure,2,"Adventure, Classics"
How the Word Is Passed,Unknown,1,nan
Harlem Shuffle,Fiction,1,nan
Severance,Fiction,4,"Fantasy, Science fiction, Dystopian, Literature"
Between Two Kingdoms: A Memoir of a Life Interrupted,Biography & Autobiography,3,"Adventure, Memoir, Nonfiction"
21 Lessons for the 21st Century,Religion & Philosophy,1,Philosophy
The House of the Spirits,Fiction,1,nan
Mastery,Unknown,1,nan
Home Fire,Fiction,2,"Romance, Family"
On Earth We're Briefly Gorgeous,Fiction,3,"War, LGBTQ, Coming of Age"
Autonomous,Fiction,5,"Fantasy, Adventure, Science fiction, LGBTQ, Dystopian"
Gilead,Classics,1,Classics
The Library Book,History,4,"History, Nonfiction, True crime, Books About Books"
Lie With Me,Fiction,1,LGBTQ
Stamped from the Beginning: The Definitive History of Racist Ideas in America,History,5,"History, Nonfiction, Comics & Graphic Novels, African Americans, Racism"
Citizen: An American Lyric,Fiction,2,"Literature, Poetry"
The Water Knife,Fiction,5,"Fantasy, Adventure, Science fiction, Dystopian, Thriller"
The Bone Clocks,Fiction,5,"Fantasy, Adventure, Science fiction, Dystopian, Imaginary wars and battles"
The Importance of Being Earnest,Fiction,8,"Classics, Young Adult, History, Romance, Literature, Fiction, Drama, England"
A Brief History of Seven Killings,Fiction,2,"History, LGBTQ"
Howl's Moving Castle,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Classics, Comics, War, Magic, Fantasy fiction"
Slow Horses,Fiction,2,"Suspense, Intelligence service"
The Heart's Invisible Furies,Fiction,1,LGBTQ
Conversations with Friends,Fiction,4,"Young Adult, LGBTQ, Romance, Friendship"
Can't Hurt Me: Master Your Mind and Defy the Odds,Biography & Autobiography,4,"War, Memoir, Self help, autobiography"
The Psychology of Money,Nonfiction,5,"Nonfiction, Business & Economics, Psychology, Business, Finance"
She Who Became the Sun,Fantasy,8,"Fantasy, Fiction, Adventure, Young Adult, War, LGBTQ, Historical Fiction, Supernatural"
All of Us Villains,Fantasy,5,"Fantasy, Young Adult, Science fiction, LGBTQ, Dystopian"
The Raven,Fantasy,4,"Fantasy, Classics, Poetry, Death"
Our Violent Ends,Fiction,4,"Fantasy, Young Adult, LGBTQ, Young Adult Fiction"
A Touch of Darkness,Fiction,3,"Fantasy, Young Adult, Romance"
The Traitor Queen,Fiction,4,"Fantasy, Young Adult, Adventure, War"
The Bridge Kingdom,Fantasy,6,"Fantasy, Fiction, Young Adult, Adventure, Romance, Fantasy romance"
The Space Between Worlds,Fiction,6,"Fantasy, Science fiction, Young Adult, Adventure, Dystopian, LGBTQ"
Den of Vipers,Fiction,2,"Fantasy, dystopian"
These Hollow Vows,Fiction,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
The Spanish Love Deception,Fiction,4,"Young Adult, Romance, Travel, Contemporary Romance"
Lords of Pain,Romance,3,"Dark Romance, Fiction, Romance"
The Metamorphosis,Fiction,6,"Classics, Fantasy, Young Adult, Science fiction, Literature, Family"
The Intelligent Investor,Classics,4,"Classics, Finance, Economics, Investing"
The War of Art,Nonfiction,3,"Nonfiction, Self help, Writing"
The Untethered Soul,Unknown,1,nan
The Ghost Brigades,Fiction,6,"Fantasy, Adventure, Science fiction, War, Space, Aliens"
Everybody Lies,Science,1,Big data
The Four Steps to the Epiphany: Successful Strategies for Startups That Win,Unknown,1,nan
Small Great Things,Fiction,2,"Drama, Contemporary"
Happy Brain,Religion & Philosophy,1,Philosophy
"My Sister, the Serial Killer",Fiction,4,"Thriller, Suspense, Literary Fiction, Contemporary Fiction"
Originals: How Non-Conformists Move the World,Business & Economics,1,Business & Economics
You Are a Badass at Making Money,Unknown,1,nan
Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,Classics,3,"Classics, History, Investments"
The Checklist Manifesto: How to Get Things Right,Nonfiction,3,"Nonfiction, Philosophy, Psychology"
Beneath a Scarlet Sky,Action & Adventure,2,"Adventure, War"
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Nonfiction,1,Philosophy
The Hard Thing About Hard Things,Business & Economics,1,Business
"The Rook, au service surnaturel de sa majesté",Fantasy,4,"Fantasy, Young Adult, Adventure, Science fiction"
"Untamed: Stop Pleasing, Start Living",LGBTQ,1,LGBTQ
The Messy Middle,Unknown,1,nan
Traction,Unknown,1,nan
Dare to Lead,Nonfiction,3,"Nonfiction, Business & Economics, Business"
American Dirt,Fiction,1,nan
Come as You Are: The Surprising New Science that Will Transform Your Sex Life,Nonfiction,4,"Nonfiction, Women, Health & Fitness, Sex instruction for women"
Unfu*k Yourself: Get Out of Your Head and into Your Life,Nonfiction,3,"Nonfiction, Philosophy, Self help"
A Torch Against the Night,Fiction,8,"Fantasy, Young Adult, Adventure, Science fiction, Romance, Dystopian, Young Adult Fiction, Siblings"
Tigana,Fiction,8,"Fantasy, Young Adult, Adventure, Classics, Science fiction, War, Literature, Magic"
Children of Virtue and Vengeance,Fiction,8,"Fantasy, Young Adult, Adventure, War, Dystopian, Young Adult Fiction, Friendship, Magic"
A View of the World: Selected Writings,Unknown,1,nan
Tinkers,Fiction,4,"Classics, Psychology, Literature, Fathers and sons"
The Bloody Chamber,Fantasy,4,"Fantasy, Classics, Mystery, literary criticism"
Slowly Down the Ganges,Action & Adventure,1,Adventure
The Town,Classics,1,Classics
London Perceived,Nonfiction,1,Travel
Humboldt's Gift,Fiction,1,Classics
Years of Grace,Young Adult,1,Classics
Anatomy,Unknown,1,nan
The NASA Archives: 60 Years in Space,Unknown,1,nan
This Is Happiness,Fiction,1,nan
Brief Answers to the Big Questions,History,6,"History, Nonfiction, Science, Biography & Autobiography, Space, Philosophy"
Elbow Room,Classics,1,Classics
Among the Cities,Unknown,1,nan
The Tenacity of the Cockroach,Unknown,1,nan
What Have I Done?,Unknown,1,nan
The Book of V.,Fantasy,1,Fantasy
"It's not how good you are, it's how good you want to be",Nonfiction,1,Self-Help
Superheavy,Unknown,1,nan
Laughing Boy: A Navajo Love Story,Classics,1,Classics
Mary and the Trail of Tears: A Cherokee Removal Survival Story,Young Adult,1,nan
The Palm-Wine Drinkard,Fantasy,3,"Fantasy, Adventure, Classics"
Letters from Egypt,Biography,2,"Biography, Travel"
Tokyo Fiancée,Fiction,1,Romance
The Science of Sin,Unknown,1,nan
Inferior: How Science Got Women Wrong—and the New Research That's Rewriting the Story,Science,2,"Science, Women"
From a Chinese City,Unknown,1,nan
Swimming in the Dark,Fiction,3,"LGBTQ, Historical Fiction, Literary Fiction"
Mysteries of the Quantum Universe,Comics,2,"Comics, Comics & Graphic Novels"
Even As We Breathe,Young Adult,1,War
A Hero Born,Fantasy,4,"Fantasy, Adventure, Classics, War"
How Much of These Hills Is Gold,Fiction,2,"Adventure, LGBTQ"
Honouring High Places,Unknown,1,nan
Waste: One Woman’s Fight Against America’s Dirty Secret,Unknown,1,nan
The Care and Feeding of Waspish Widows,LGBTQ,1,LGBTQ
The Reivers,Action & Adventure,2,"Adventure, Classics"
The Magnificent Ambersons,Fiction,1,Classics
The Store,Classics,1,Classics
The Creative Habit,Unknown,1,nan
The Angry Chef,Unknown,1,nan
Run Me to Earth,War,1,War
Empire Falls,Classics,1,Classics
How to Live Safely in a Science Fictional Universe,Fiction,6,"Science fiction, Fantasy, Adventure, Space, Fiction, Fathers and sons"
Skating to Antarctica,Action & Adventure,1,Adventure
The Rakess,Romance,1,Romance
Apollo,Comics,1,Comics
A Perfect Planet,Unknown,1,nan
Miss Iceland,Fiction,1,LGBTQ
The Wandering Unicorn,Unknown,1,nan
"To Calais, in Ordinary Time",LGBTQ,1,LGBTQ
The Gynae Geek,Unknown,1,nan
A Summons to Memphis,Classics,1,Classics
Is Free Speech Racist?,Unknown,1,nan
House Made of Dawn,Classics,2,"Classics, War"
The Lycian Shore,Action & Adventure,3,"Adventure, Classics, War"
The Travels of Jaimie McPheeters,Young Adult,2,"Adventure, Classics"
Always On,Unknown,1,nan
Elatsoe,Fantasy,5,"Fantasy, Young Adult, Adventure, LGBTQ, Young Adult Fiction"
Honey in the Horn,Classics,1,Classics
Patient H69,Biography,1,Biography
The Way West,Action & Adventure,2,"Adventure, Classics"
Collected Stories,Classics,1,Classics
The Weil Conjectures,Unknown,1,nan
Conjure Women,Fantasy,4,"Fantasy, Historical Fiction, African Americans, Magical Realism"
Inventing Ourselves,Unknown,1,nan
The Mountains Sing,Fiction,4,"War, Historical Fiction, Family, Asia"
How to Tame a Fox (and Build a Dog),Unknown,1,nan
Siren land,Nonfiction,1,Travel
The Opposable Mind,Unknown,1,nan
Eothen,Nonfiction,1,Travel
Art and Fear,Classics,1,Classics
The Travels of Sir John Mandeville,Fantasy,3,"Fantasy, Adventure, Classics"
Nodding Off,Unknown,1,nan
Echo Mountain,Young Adult,1,Adventure
The Rings of Saturn,Classics,2,"Classics, War"
GreatPlains,Action & Adventure,3,"Adventure, History, Travel"
An Area of Darkness,Classics,3,"Classics, Travel, Indonesia"
The impossible country,History,3,"History, War, Travel"
In This Our Life,Classics,2,"Classics, History"
